Crop,Quantity_Kg,Price_INR
Strawberry,72,7387
Mango,82,7274
Cotton,79,9265
Potato,78,8751
Apple,78,7567
Grapes,87,7679
Soybean,80,7001
Rice,86,8520
Banana,80,8490
Barley,72,9261
Corn,78,7264
Pineapple,83,7713
Strawberry,87,7251
Wheat,78,9045
Orange,86,7405
Cotton,79,7261
Mango,73,8867
Potato,80,7809
Apple,70,9500
Grapes,80,7230
Barley,84,9165
Strawberry,73,9308
Corn,75,7243
Soybean,79,8761
Pineapple,76,9284
Banana,79,7417
Rice,83,9080
Orange,80,8794
Wheat,89,8845
Grapes,83,8995
Barley,74,7599
Potato,78,8117
Cotton,85,8047
Banana,78,9135
Wheat,83,8377
Apple,88,7225
Grapes,81,7726
Soybean,73,7353
Rice,77,7038
Strawberry,82,7538
Corn,72,8188
Potato,82,9425
Orange,84,8234
Banana,82,7300
Barley,85,8665
Mango,70,8999
Apple,79,7300
Grapes,80,8159
Strawberry,89,7076
Wheat,82,8464
Cotton,82,8805
Soybean,88,7772
Rice,70,8199
Pineapple,89,7856
Orange,80,7852
Wheat,84,8795
Wheat,89,9117
Wheat,78,8252
Wheat,79,9444
Wheat,85,8110
Wheat,72,7789
Corn,79,8692
Corn,81,8446
Corn,76,8794
Corn,76,9113
Corn,77,8969
Corn,70,8188
Rice,73,9240
Rice,81,9210
Rice,74,8315
Rice,74,8237
Rice,83,8674
Rice,83,7864
Soybean,90,7464
Soybean,86,9496
Soybean,80,8665
Soybean,72,7631
Soybean,83,7613
Soybean,87,7684
Cotton,89,8124
Cotton,83,9492
Cotton,83,8561
Cotton,84,8502
Cotton,81,8772
Cotton,82,7481
Barley,73,7501
Barley,87,7689
Barley,72,7874
Barley,74,9095
Barley,75,8312
Barley,88,8574
Potato,87,7822
Potato,90,8845
Potato,83,7752
Potato,81,7060
Potato,79,8992
Potato,88,9358
Apple,83,8846
Apple,78,8287
Apple,89,7063
Apple,76,8915
Orange,87,8595
Orange,75,9108
Orange,76,8370
Orange,73,8962
Orange,90,9230
Orange,70,9056
Grapes,89,9087
Grapes,81,7791
Grapes,90,8018
Grapes,81,7706
Grapes,84,7834
Grapes,84,8392
Strawberry,71,7987
Strawberry,77,8517
Strawberry,89,9333
Strawberry,80,7621
Strawberry,89,8136
Strawberry,90,8601
Banana,87,8707
Banana,77,8296
Banana,71,8270
Banana,89,9127
Mango,72,7543
Mango,80,7959
Mango,90,7121
Mango,72,7034
Pineapple,74,8763
Pineapple,79,8753
Rice,79,9247
Apple,87,8890
Corn,75,8227
Potato,75,7402
Grapes,72,7406
Strawberry,90,7990
Potato,72,7580
Barley,84,8025
Orange,72,8438
Banana,77,7834
Rice,82,8252
Soybean,82,9304
Strawberry,85,8677
Cotton,85,7636
Strawberry,77,7757
Strawberry,88,7745
Mango,84,9143
Rice,86,8712
Corn,87,8361
Grapes,77,9498
Apple,78,8692
Potato,83,8614
Strawberry,75,8641
Grapes,74,7351
Grapes,77,7014
Potato,80,8966
Soybean,86,9428
Wheat,94,9342
Wheat,81,9010
Wheat,84,9596
Wheat,91,8385
Wheat,99,9693
Wheat,82,8363
Corn,93,9729
Corn,94,8498
Corn,98,8902
Corn,86,8049
Corn,85,9778
Corn,98,9213
Rice,95,8136
Rice,89,9954
Rice,98,8733
Rice,84,9374
Rice,85,9571
Rice,92,9208
Soybean,81,8758
Soybean,92,8659
Soybean,80,8077
Soybean,90,8197
Soybean,91,8640
Soybean,97,8742
Cotton,92,9752
Cotton,100,8745
Cotton,83,8898
Cotton,80,8358
Cotton,94,8257
Cotton,80,8371
Barley,85,8467
Barley,80,8555
Barley,96,9624
Barley,100,9650
Barley,99,8757
Barley,99,8033
Potato,87,8001
Potato,82,9801
Potato,89,9783
Potato,88,9616
Potato,86,9583
Potato,88,9394
Apple,82,8328
Apple,89,9078
Apple,97,9188
Apple,86,9816
Orange,94,9904
Orange,86,8562
Orange,90,8870
Orange,90,9862
Orange,100,9453
Orange,99,9796
Grapes,91,8223
Grapes,86,8363
Grapes,90,8581
Grapes,82,9008
Grapes,87,8346
Grapes,96,9544
Strawberry,100,8535
Strawberry,82,8366
Strawberry,93,8548
Strawberry,97,9805
Strawberry,84,9875
Strawberry,98,9849
Banana,85,9404
Banana,84,8187
Banana,92,8116
Banana,97,8827
Mango,97,9615
Mango,83,8484
Mango,97,8291
Mango,84,8148
Pineapple,86,9230
Pineapple,86,8605
Rice,85,9261
Apple,88,8266
Corn,85,8312
Potato,85,9944
Grapes,85,9499
Strawberry,82,8592
Potato,95,8048
Barley,98,9164
Orange,90,9318
Banana,85,8982
Rice,89,9851
Soybean,84,9213
Strawberry,98,8316
Cotton,86,9101
Strawberry,81,8526
Strawberry,91,9157
Mango,81,9578
Rice,83,9216
Corn,91,9847
Grapes,97,9619
Apple,94,9288
Potato,90,8022
Strawberry,84,9798
Grapes,93,9043
Grapes,85,8657
Potato,93,8716
Soybean,87,9263
Apple,97,9601
Grapes,83,9724
Soybean,93,9869
Barley,96,8780
Wheat,83,8781
Strawberry,82,8753
Orange,94,9420
Grapes,85,9348
Banana,90,8173
Orange,98,9226
Corn,94,9635
Pineapple,85,8028
Wheat,98,8567
Potato,84,8504
Rice,96,8325
Orange,91,9319
Potato,90,8720
Mango,80,9052
Corn,87,9437
Orange,100,9163
Wheat,89,8532
Wheat,94,9094
Cotton,94,8130
Apple,94,9808
Mango,96,8550
Barley,89,8295
Cotton,90,8291
Pineapple,96,8366
Wheat,100,9819
Banana,83,9047
Banana,93,9591
Rice,97,9832
Pineapple,85,9686
Cotton,89,9147
Apple,94,9899
Strawberry,83,9179
Corn,89,9268
Barley,84,9902
Cotton,81,8139
Grapes,94,9829
Corn,80,8107
Barley,95,8781
Mango,100,8347
Potato,83,9494
Orange,85,8629
Orange,95,9951
Pineapple,97,9930
Corn,97,9780
Rice,85,8370
Potato,86,8640
Potato,95,9042
Cotton,82,8613
Potato,93,9896
Soybean,90,9442
Pineapple,94,8355
Rice,80,9194
Grapes,81,8064
Strawberry,91,9890
Cotton,96,9641
Wheat,91,9647
Soybean,95,8693
Strawberry,100,8998
Banana,100,8788
Barley,90,9576
Rice,91,8198
Orange,89,8153
Strawberry,90,9807
Corn,88,9316
Cotton,96,9350
Pineapple,84,9698
Wheat,85,8813
Soybean,90,9409
Mango,92,8489
Potato,94,8451
Grapes,80,9716
Banana,98,8126
Strawberry,85,8335
Apple,86,9143
Orange,97,8350
Cotton,85,8216
Pineapple,99,9248
Mango,87,8086
Barley,82,9018
Soybean,97,9088
Rice,82,8669
Potato,100,9881
Orange,94,8303
Banana,99,8005
Strawberry,96,9665
Grapes,87,8757
Wheat,92,8519
Cotton,97,9641
Pineapple,99,8228
Mango,91,8431
Apple,98,8243
Corn,90,9164
Soybean,87,9433
Barley,82,9638
Orange,84,8804
Strawberry,84,9297
Banana,94,8571
Grapes,93,9421
Potato,80,8841
Cotton,89,9059
Rice,84,8561
Apple,94,8806
Wheat,88,8930
Mango,100,8145
Pineapple,96,9727
Corn,97,8533
Soybean,93,9043
Strawberry,92,8691
Grapes,88,9335
Orange,90,9700
Barley,82,9447
Potato,89,9022
Cotton,100,9624
Banana,83,8890
Wheat,95,8070
Pineapple,89,8428
Strawberry,81,8207
Rice,90,9305
Soybean,98,9014
Mango,91,8311
Orange,81,9512
Cotton,92,9147
Barley,91,9323
Potato,91,9837
Apple,87,8585
Grapes,97,9885
Strawberry,91,8090
Corn,81,8757
Banana,100,8104
Pineapple,80,8062
Orange,95,9783
Barley,82,9970
Soybean,86,9226
Rice,97,9467
Wheat,93,9082
Mango,100,9935
Cotton,85,9292
Potato,83,8849
Apple,95,9626
Strawberry,95,8054
Orange,82,8758
Grapes,99,9898
Soybean,88,9836
Banana,82,8643
Corn,91,8829
Rice,84,8526
Barley,100,9118
Pineapple,82,9870
Strawberry,93,9086
Mango,95,8870
Barley,100,9744
Pineapple,91,9302
Strawberry,85,8799
Rice,84,8849
Banana,80,8181
Apple,80,8584
Grapes,86,8012
Orange,83,8204
Cotton,84,8883
Mango,80,8207
Soybean,86,9689
Corn,85,9710
Potato,81,9948
Barley,84,8715
Orange,81,8284
Wheat,84,9989
Strawberry,85,9805
Apple,89,8648
Pineapple,87,8703
Mango,97,9056
Cotton,90,9468
Banana,85,8942
Barley,81,9646
Grapes,90,9204
Strawberry,95,8035
Rice,98,9652
Corn,85,9912
Potato,94,8720
Orange,83,8619
Banana,81,8861
Soybean,100,9384
Apple,93,9052
Pineapple,82,9982
Strawberry,81,9775
Cotton,95,8906
Mango,92,9915
Barley,84,8850
Orange,95,9984
Potato,88,8516
Rice,81,9571
Apple,83,9962
Grapes,88,8515
Corn,88,8620
Soybean,88,9327
Pineapple,93,8455
Banana,93,9143
Strawberry,94,9789
Orange,93,9244
Mango,98,9264
Barley,95,8013
Cotton,84,8344
Potato,92,8166
Apple,83,8544
Grapes,81,8606
Strawberry,98,8565
Banana,86,9640
Soybean,100,9697
Rice,83,8629
Pineapple,85,9483
Wheat,99,9883
Corn,90,8719
Barley,82,8852
Orange,90,9934
Strawberry,87,8857
Mango,92,9325
Cotton,87,8828
Potato,90,8109
Apple,90,9732
Grapes,87,9776
Soybean,80,8288
Rice,92,9821
Banana,94,9773
Barley,97,8829
Corn,81,9671
Pineapple,95,9162
Strawberry,93,8389
Wheat,89,8211
Orange,89,9971
Cotton,90,8173
Mango,87,8105
Potato,96,8336
Apple,94,8025
Grapes,93,8614
Barley,82,9232
Strawberry,88,8582
Corn,82,9885
Soybean,98,8377
Pineapple,89,9364
Banana,92,9517
Rice,93,9800
Orange,98,9549
Wheat,94,9604
Grapes,82,8095
Barley,83,8574
Potato,88,8778
Cotton,98,9454
Banana,82,8912
Wheat,87,8327
Apple,97,8315
Grapes,87,8080
Soybean,99,8185
Rice,80,9229
Strawberry,90,8256
Corn,93,9747
Potato,85,8564
Orange,83,8650
Banana,86,9577
Barley,82,9815
Mango,94,8693
Apple,95,9928
Grapes,99,9234
Strawberry,96,9912
Wheat,93,8619
Cotton,92,9363
Soybean,100,8798
Rice,99,8034
Pineapple,97,9278
Orange,97,9907
Corn,97,8172
Potato,93,9877
Strawberry,95,9280
Banana,82,9662
Barley,97,8068
Apple,87,8383
Grapes,80,8079
Orange,99,9809
Wheat,82,9645
Corn,81,8199
Soybean,91,9202
Pineapple,88,9637
Banana,80,9055
Strawberry,93,8925
Potato,86,9026
Cotton,93,8870
Rice,100,9425
Apple,96,8913
Grapes,96,9953
Soybean,91,8959
Mango,85,8372
Orange,92,9701
Pineapple,83,8681
Corn,96,8867
Barley,99,8387
Wheat,87,8063
Banana,90,9124
Apple,96,8185
Grapes,95,8669
Soybean,98,8357
Orange,89,8829
Corn,97,8408
Potato,98,9663
Strawberry,86,9991
Mango,83,8406
Cotton,89,9414
Barley,83,8887
Apple,94,9729
Pineapple,82,8374
Orange,80,8439
Rice,90,9495
Grapes,98,9358
Banana,93,9560
Strawberry,83,9223
Wheat,80,8041
Corn,90,8157
Barley,82,9697
Orange,99,9247
Strawberry,89,9862
Mango,98,9544
Cotton,83,9194
Potato,98,8486
Apple,83,8573
Grapes,90,9543
Soybean,92,9069
Rice,93,8201
Banana,84,8705
Barley,91,9970
Corn,90,9823
Pineapple,90,8941
Strawberry,83,9024
Wheat,82,9320
Orange,91,8960
Cotton,100,9491
Mango,93,9734
Potato,97,8517
Strawberry,96,9403
Potato,89,9838
Apple,96,9114
Cotton,95,9817
Banana,93,8874
Wheat,90,9095
Orange,95,8272
Mango,80,9873
Barley,82,8959
Soybean,91,8064
Rice,100,8621
Strawberry,97,9861
Potato,80,8790
Corn,93,9294
Grapes,97,9024
Apple,92,9930
Orange,80,9869
Banana,98,8889
Soybean,96,9306
Rice,99,9459
Pineapple,93,9445
Barley,97,9384
Strawberry,91,8130
Cotton,91,9105
Mango,94,8001
Orange,81,9085
Corn,86,8893
Potato,99,8325
Strawberry,89,8310
Banana,86,8932
Wheat,87,8580
Barley,90,8029
Grapes,90,9695
Soybean,98,8513
Rice,82,8384
Pineapple,89,9512
Apple,95,8657
Grapes,93,8607
Orange,96,9590
Corn,83,9383
Strawberry,80,8701
Banana,86,8061
Barley,82,9516
Apple,92,8915
Pineapple,98,9783
Soybean,86,9107
Rice,99,8871
Orange,92,9993
Wheat,86,8135
Grapes,94,8260
Potato,91,9868
Cotton,89,9664
Strawberry,91,8271
Barley,80,8641
Pineapple,98,9234
Apple,94,8995
Rice,80,8810
Grapes,89,9804
Orange,89,8795
Banana,89,9934
Soybean,88,9971
Mango,87,9779
Corn,97,8757
Potato,90,9394
Strawberry,84,8373
Barley,99,8852
Orange,91,9137
Wheat,90,9610
Cotton,88,8144
Pineapple,80,9924
Mango,90,8486
Banana,83,8367
Rice,91,8282
Grapes,81,9081
Strawberry,92,9823
Apple,87,9311
Orange,80,8839
Potato,95,8850
Corn,99,8935
Soybean,89,9816
Wheat,98,8526
Pineapple,93,9144
Cotton,100,8839
Barley,89,9180
Mango,96,8807
Banana,89,8592
Strawberry,81,8254
Grapes,86,8925
Apple,81,8238
Orange,100,9881
Potato,95,9711
Corn,85,9305
Rice,83,8956
Wheat,82,9832
Soybean,80,8170
Pineapple,100,8732
Banana,81,8738
Barley,86,9341
Strawberry,99,9236
Orange,98,9901
Mango,89,9275
Cotton,80,8908
Potato,96,9617
Corn,92,8743
Grapes,92,8823
Apple,81,9842
Strawberry,94,9571
Rice,90,8649
Wheat,81,9148
Soybean,98,8311
Barley,98,9017
Orange,97,8069
Banana,92,8144
Corn,95,9410
Pineapple,98,9802
Strawberry,80,9754
Apple,96,8923
Grapes,100,9708
Potato,84,8631
Cotton,87,8561
Mango,92,8507
Soybean,99,8459
Rice,100,9210
Orange,90,8520
Banana,80,8362
Barley,81,8502
Pineapple,96,9807
Corn,90,9012
Strawberry,90,8457
Grapes,86,8341
Apple,94,9863
Wheat,84,9941
Soybean,100,9456
Potato,98,9770
Cotton,81,8894
Banana,83,9540
Strawberry,87,9326
Rice,83,8548
Apple,80,9521
Pineapple,99,9372
Orange,97,8312
Barley,98,8707
Potato,84,9830
Cotton,81,9370
Banana,82,8447
Wheat,91,9756
Pineapple,92,9150
Strawberry,81,8472
Rice,99,8797
Soybean,88,9727
Mango,90,8492
Orange,98,9372
Cotton,92,9783
Barley,96,8788
Potato,92,9443
Apple,99,9207
Grapes,83,8681
Strawberry,90,9674
Corn,84,8947
Banana,91,9237
Pineapple,88,9693
Orange,99,9746
Barley,96,8137
Soybean,91,8064
Rice,89,9037
Wheat,85,9542
Mango,98,8579
Cotton,85,8405
Potato,88,8800
Apple,90,8437
Strawberry,98,9221
Banana,90,9814
Soybean,92,9707
Mango,100,8702
Corn,85,9831
Potato,97,9654
Strawberry,86,9262
Barley,93,8924
Orange,80,8185
Wheat,100,9069
Cotton,90,8516
Pineapple,93,8036
Mango,81,8361
Banana,91,9945
Rice,96,8397
Grapes,82,9475
Strawberry,91,9773
Apple,89,8969
Orange,80,9036
Potato,96,9739
Corn,89,8866
Soybean,88,8127
Wheat,96,9724
Pineapple,98,9011
Cotton,94,9367
Barley,94,8141
Mango,94,8411
Banana,87,9595
Strawberry,99,8736
Grapes,86,9148
Apple,95,9253
Orange,97,8868
Potato,100,9343
Corn,98,9782
Rice,83,8661
Wheat,97,8257
Soybean,91,8483
Pineapple,83,9416
Banana,91,8989
Barley,82,9148
Strawberry,94,8310
Orange,94,8007
Mango,94,8258
Cotton,94,8422
Potato,96,8819
Corn,99,9504
Grapes,89,9862
Apple,86,8759
Strawberry,85,9734
Rice,95,9144
Wheat,90,8163
Soybean,93,9557
Barley,91,9483
Orange,99,8474
Banana,82,9349
Corn,97,8644
Pineapple,92,9399
Strawberry,86,8530
Apple,84,9174
Grapes,91,8902
Potato,81,8028
Cotton,92,8146
Mango,98,8777
Soybean,91,9757
Rice,96,8818
Orange,82,9055
Banana,100,9014
Barley,81,8805
Pineapple,83,9211
Corn,89,8765
Strawberry,99,8118
Grapes,96,8022
Apple,94,8368
Wheat,87,8906
Soybean,80,8358
Potato,94,8080
Cotton,84,9767
Banana,82,9070
Strawberry,94,8247
Rice,95,9498
Apple,89,9855
Pineapple,91,8617
Orange,82,8216
Barley,89,9127
Potato,84,8171
Cotton,93,8964
Banana,80,8264
Wheat,94,8712
Pineapple,82,9501
Strawberry,86,9805
Rice,85,8983
Soybean,87,9140
Mango,82,9526
Orange,97,8385
Cotton,82,9119
Barley,82,8886
Potato,80,9293
Apple,95,9359
Grapes,88,9421
Strawberry,96,9887
Corn,99,9342
Banana,100,8228
Pineapple,93,9000
Orange,93,9130
Barley,98,9753
Soybean,93,9091
Rice,86,8306
Wheat,88,9438
Mango,83,9085
Cotton,95,9972
Potato,93,8657
Apple,94,8110
Strawberry,93,8893
Wheat,85,8315
Banana,99,8950
Apple,81,8541
Grapes,99,8665
Soybean,81,9237
Orange,84,8445
Corn,93,9561
Potato,87,9074
Strawberry,84,8785
Mango,95,8331
Cotton,84,8203
Barley,82,9099
Apple,86,9359
Pineapple,85,9109
Orange,99,9958
Rice,93,8959
Grapes,91,9078
Banana,85,8580
Strawberry,91,8536
Wheat,80,9179
Corn,86,9715
Barley,98,8979
Orange,83,8040
Strawberry,81,9193
Mango,86,9659
Cotton,85,8221
Potato,100,9453
Apple,83,9557
Grapes,96,9918
Soybean,93,8294
Rice,88,8248
Banana,80,8392
Barley,97,8462
Corn,83,8699
Pineapple,89,8717
Strawberry,80,9989
Wheat,81,8596
Orange,94,8758
Cotton,89,8443
Mango,81,9237
Potato,84,8506
Strawberry,97,8998
Potato,91,8496
Apple,90,8428
Cotton,97,8903
Banana,80,9048
Wheat,80,9319
Orange,88,8202
Mango,93,9854
Barley,92,8044
Soybean,83,8481
Rice,91,9983
Strawberry,87,9604
Potato,80,8868
Corn,85,9698
Grapes,98,9946
Apple,86,9365
Orange,93,8192
Banana,83,8281
Soybean,81,9128
Rice,95,9807
Pineapple,100,8147
Barley,93,9835
Strawberry,89,9674
Cotton,98,8225
Mango,91,8690
Orange,94,9717
Corn,96,8453
Potato,100,9338
Strawberry,98,9493
Banana,86,8581
Wheat,100,8472
Barley,94,9788
Grapes,97,8766
Soybean,89,9276
Rice,86,9902
Pineapple,83,8407
Apple,96,9874
Grapes,85,9866
Orange,99,8486
Corn,94,9510
Strawberry,96,9674
Banana,84,8838
Barley,100,9385
Apple,96,8006
Pineapple,94,8370
Soybean,83,8670
Rice,92,8900
Orange,82,9360
Wheat,86,8128
Grapes,97,8717
Potato,86,8703
Cotton,83,8844
Strawberry,86,8167
Barley,100,8681
Pineapple,96,8236
Apple,94,9378
Rice,86,8859
Grapes,92,8320
Orange,86,8148
Banana,90,8680
Soybean,99,9036
Pineapple,86,9688
Banana,94,8219
Strawberry,85,8805
Orange,97,8208
Mango,92,9567
Barley,100,8307
Cotton,89,8745
Potato,88,9663
Apple,89,8247
Grapes,96,8078
Strawberry,87,8602
Banana,98,9251
Soybean,98,9844
Rice,98,8861
Pineapple,85,9208
Wheat,89,9463
Corn,95,9256
Barley,81,9597
Orange,84,8287
Strawberry,90,9127
Mango,97,8356
Cotton,82,9906
Potato,93,9016
Apple,85,9275
Grapes,95,9268
Soybean,89,9697
Rice,87,8513
Banana,91,8798
Barley,85,9725
Corn,97,9595
Pineapple,89,8607
Strawberry,96,9264
Wheat,82,8349
Orange,95,9630
Cotton,86,8571
Mango,85,9949
Potato,90,8123
Apple,89,9790
Grapes,86,9056
Barley,93,9497
Strawberry,95,8956
Corn,88,8813
Soybean,93,8880
Pineapple,84,9998
Banana,82,9981
Rice,80,8341
Orange,92,8474
Wheat,80,9927
Grapes,88,8679
Barley,89,9420
Potato,88,9360
Cotton,93,8900
Banana,92,9408
Wheat,99,9417
Apple,93,8897
Grapes,95,8619
Soybean,88,9132
Rice,87,8765
Strawberry,83,9841
Corn,94,8185
Potato,91,8791
Orange,98,8270
Banana,90,9081
Barley,93,8046
Mango,90,9585
Apple,84,8895
Grapes,81,9528
Strawberry,81,8818
Wheat,86,9635
Cotton,80,9137
Soybean,83,9078
Rice,95,8899
Pineapple,92,8686
Orange,92,9965
Wheat,93,8846
Wheat,88,9613
Wheat,95,9625
Wheat,81,9090
Wheat,96,9194
Wheat,97,8497
Corn,80,9687
Corn,100,8320
Corn,97,9747
Corn,90,9044
Corn,92,8253
Corn,90,9539
Rice,89,8162
Rice,91,8619
Rice,97,8640
Rice,93,8009
Rice,100,9900
Rice,90,9512
Soybean,99,8691
Soybean,86,9459
Soybean,98,9259
Soybean,94,9247
Soybean,87,8798
Soybean,95,9701
Cotton,91,8813
Cotton,98,8748
Cotton,82,9233
Cotton,99,8231
Cotton,99,9948
Cotton,83,9052
Barley,94,9243
Barley,97,8241
Barley,80,9396
Barley,80,9577
Barley,97,9134
Barley,94,9095
Potato,93,8460
Potato,86,9316
Potato,83,8692
Potato,85,8586
Potato,95,9786
Potato,95,8203
Apple,85,9218
Apple,89,9397
Apple,85,8787
Apple,90,9798
Orange,89,8117
Orange,80,9295
Orange,92,9896
Orange,95,8702
Orange,84,8836
Orange,95,9715
Grapes,95,8816
Grapes,99,9995
Grapes,98,9917
Grapes,90,9773
Grapes,81,9710
Grapes,94,8658
Strawberry,87,8374
Strawberry,85,9065
Strawberry,81,8080
Strawberry,91,9134
Strawberry,88,8225
Strawberry,97,9018
Banana,80,8442
Banana,99,8881
Banana,96,8814
Banana,80,8107
Mango,80,9598
Mango,96,9130
Mango,91,8595
Mango,99,9272
Pineapple,90,9522
Pineapple,99,8715
Rice,94,8161
Apple,92,9209
Corn,85,8939
Potato,93,9343
Grapes,91,8646
Strawberry,96,9676
Potato,91,9337
Barley,86,9375
Orange,80,9876
Banana,97,8006
Rice,96,8869
Soybean,92,8422
Strawberry,92,8752
Cotton,81,8852
Strawberry,98,9836
Strawberry,89,9953
Mango,91,8741
Rice,100,8780
Corn,96,9190
Grapes,98,9887
Apple,92,9069
Potato,89,9998
Strawberry,83,9150
Grapes,87,9987
Grapes,97,9160
Potato,95,9906
Soybean,93,8035
